copd_rrmse,mntl_bh_p_rate,circ_rrmse,mntl_bh_p_rrmse,respirtry_rrmse,asthma_rrmse,area_code,hypertens_rrmse,hg_choles_rate,asthma_rate,diabetes_rate,musculo_rrmse,respirtry_rate,arthritis_rate,musculo_rate,hypertens_rate,circ_rate,arthritis_rrmse,diabetes_rrmse,copd_rate,hg_choles_rrmse
3,14.16271654,3,3,3,3,10050,3,33.25849408,12.54277803,4.702928736,3,31.83842053,15.74050469,30.07627716,10.69899449,18.23206838,3,3,2.759038935,3
3,14.19180205,3,3,3,3,10110,3,33.12018833,12.61451601,4.683226203,3,31.50842573,16.13707608,31.02670523,11.12563937,19.31259298,3,3,2.938993641,3
3,11.8739274,3,3,3,3,10150,3,31.30360698,6.441718207,7.319756105,3,22.99352097,12.8479745,25.60162257,10.07808469,16.75227807,3,3,2.059021715,3
3,12.37535151,3,3,3,3,10200,3,30.9038471,6.717288235,10.82455882,3,20.56401359,15.07988722,24.82723167,10.78269784,17.66676091,3,3,2.123881807,3
3,14.62596275,3,3,3,3,10250,3,32.89488581,12.80746582,4.495362639,3,32.18818007,15.59662752,29.88087937,10.04276895,18.46552425,3,3,3.000912731,3
1,13.77221853,3,3,3,3,10300,1,32.24483533,11.38522931,4.966992293,3,31.24508042,15.63590688,29.57774999,10.5023228,18.81413654,3,1,2.743626171,3
3,12.53363974,3,3,3,3,10350,3,31.30261991,8.40956161,8.00898783,3,26.99637932,15.39530304,27.23994623,10.76668215,18.38519858,3,3,2.591751136,3
3,14.01958476,3,3,3,3,10470,3,34.92131237,12.46414571,4.586132192,3,31.69546292,15.81501396,29.92351287,10.67691631,18.55104646,3,3,2.980063607,3
3,14.51056459,3,3,3,3,10550,3,33.62882496,11.85914735,4.636206914,3,29.15778601,15.78968337,29.25533869,10.09699722,17.82578669,3,3,2.864566931,3
3,15.50108929,3,3,3,3,10600,3,32.45813409,11.4684007,4.611119622,3,28.57577406,16.71231755,30.32812338,10.24918712,18.45680326,3,3,2.926146008,3
1,13.50588927,3,3,3,3,10650,3,35.59907084,12.00336432,4.646869092,3,28.13225596,16.04443047,29.89775211,10.33042176,18.46360828,3,1,2.760869168,3
3,11.86382873,3,3,3,3,10750,3,31.29271694,8.664349146,7.815828571,3,25.33528921,13.93196477,26.65142539,11.25096086,17.68081792,3,3,2.623015478,3
1,12.89877177,3,3,3,3,10800,3,33.84186198,11.50741839,4.615639272,3,28.43252363,17.46916166,30.01048158,10.43812176,18.41794987,3,1,2.881468218,3
3,12.89648987,3,3,3,3,10850,3,34.66119556,11.45218703,4.616154033,3,32.04584401,15.57366393,30.32484573,10.95248588,18.0180089,3,3,2.916443209,3
3,13.32082466,3,3,3,3,10900,3,32.81960764,11.32388126,3.982896692,3,30.97638804,14.18919863,28.4709849,10.19760179,17.35304804,3,3,2.537770381,3
1,13.31845926,3,3,3,3,10950,1,34.94019487,10.95328942,4.903275285,3,31.59443438,16.53729307,29.56367929,10.64888711,20.64134377,3,1,2.919859247,3
3,12.69001702,3,3,3,3,11000,3,31.34071663,11.51625737,4.569293153,3,32.19306922,15.45032146,29.60331753,9.856692443,18.04941585,3,3,2.755545546,3
2,13.72078878,3,3,3,1,11050,1,35.18436155,11.75300083,4.814670764,3,32.94737763,16.83811812,31.03729535,10.6134237,18.00443685,3,2,2.860940604,3
3,11.71194538,3,3,3,3,11100,3,31.35206024,7.26795025,7.614736665,3,27.75568564,14.72041275,27.42423336,10.49606299,18.47294892,3,3,2.544823928,3
null,null,null,null,null,null,11150,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,11200,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3,15.76000197,3,3,3,3,11250,3,31.32997114,11.66416429,5.666324108,3,28.231683,19.4182107,31.60400778,10.21549904,18.85097269,3,3,3.251187548,3
3,16.22550455,3,3,3,3,11730,3,31.53924307,12.32698766,4.976091496,3,28.98326741,18.8168097,30.96349157,10.27883467,18.80087631,3,3,3.145112173,3
1,13.31800541,3,3,3,3,11750,3,34.94114472,10.95329444,4.902264344,3,31.59463939,16.53692911,29.56355746,10.64888654,20.64125135,3,1,2.919849146,3
3,11.87512386,3,3,3,3,11300,3,31.50708529,6.651880709,7.908863276,3,22.80640391,12.98310173,24.00558727,10.12331051,17.35699846,3,3,2.057739253,3
3,15.32215768,3,3,3,3,11350,3,32.00810062,11.97885065,4.640314179,3,30.95661469,15.14697044,29.38700643,10.06999226,17.85996638,3,3,2.725126307,3
1,12.86029223,3,3,3,3,11400,3,33.69307838,11.90129035,4.447089209,3,31.63215882,15.85254788,29.3538029,10.94372251,18.35270557,3,1,2.733728671,3
3,11.10834046,3,3,3,3,11450,3,31.77347096,10.14074376,4.844829971,3,28.14980989,14.3842993,28.30371869,10.72012068,17.95199032,3,3,2.552229292,3
3,13.34237752,3,3,3,3,11500,3,31.4056145,9.610348953,6.559974806,3,26.87148757,15.89432708,28.77373643,10.37304585,17.70422344,3,3,2.822833532,3
3,11.55733098,3,3,3,3,11520,3,31.5990723,7.679629786,6.737647932,3,24.79468427,13.84809073,27.23996667,11.6336511,17.07281491,3,3,2.225808059,3
3,12.21120277,3,3,3,3,11550,3,31.17647116,6.734545291,9.737733026,3,24.9298979,14.89173132,26.22516485,10.83090597,18.46947028,3,3,2.282411261,3
1,12.08916908,3,3,3,3,11600,1,30.95725702,10.15586329,4.784226747,3,30.93823381,14.87505613,29.04770187,10.76159992,17.88993196,3,1,2.594166886,3
2,15.76000197,1,1,1,1,11700,1,31.32997114,11.66416429,5.666324108,1,28.231683,19.4182107,31.60400778,10.21549904,18.85097269,3,2,3.251187548,3
3,14.82840066,3,3,3,3,11720,3,31.44889534,12.35063228,4.887391068,3,32.37038961,18.85611399,32.51492919,10.78743816,18.80084433,3,3,3.249971372,3
3,15.47327104,3,3,3,3,11800,3,31.86239132,12.98103651,4.719530881,3,28.72736696,17.00813795,29.58344762,10.24744554,18.13787639,3,3,3.15696658,3
2,12.67814723,3,1,1,1,11860,1,35.60694178,10.28969413,4.644658377,1,27.41086266,15.84584743,29.81650962,10.38584163,19.10008682,3,2,2.592846153,3
1,12.61059175,3,3,3,3,12000,1,34.52277808,11.09181011,4.507111396,3,31.36554208,16.60649913,30.02539598,11.13762321,18.45191782,3,1,2.652727018,3
3,13.91103089,3,3,3,3,12050,3,32.34845957,11.65729202,5.770138157,3,30.96812529,15.23488775,29.34232503,10.46488873,18.04373279,3,3,2.691547643,3
1,13.32411759,3,3,3,3,12150,3,34.92739106,10.95621399,4.910414333,3,31.59795,16.54069849,29.56641202,10.64775629,20.62638388,3,1,2.919310634,3
1,14.23114688,3,3,3,3,12200,3,31.31894336,12.1650734,5.02065845,3,32.91399299,18.96805743,32.19742371,11.99523977,19.21394643,3,1,2.965210556,3
1,13.50588927,3,3,3,3,12300,3,35.59907084,12.00336432,4.646869092,3,28.13225596,16.04443047,29.89775211,10.33042176,18.46360828,3,1,2.760869168,3
3,14.91212661,3,3,3,3,12350,3,34.96816799,12.30987488,5.114358297,3,28.07086929,18.51356317,30.37938121,10.31823833,18.56306251,3,3,3.073617952,3
3,14.84958835,3,3,3,3,12500,3,35.50520865,12.9674852,4.5323293,3,28.58273301,16.13092853,30.36962301,9.785607994,18.07891732,3,3,2.935306712,3
3,13.51590274,3,3,3,3,12600,3,32.20603511,13.44619921,4.941221348,3,33.70450652,15.65392763,29.89022137,10.49272811,17.96430897,3,3,2.940763709,3
3,14.29429872,3,3,3,3,12700,3,31.0504365,11.4428182,4.290143507,3,32.3126274,16.14578719,30.75504306,10.25832193,18.04283788,3,3,2.831815604,3
3,15.8486655,3,3,3,3,12750,3,33.03814935,12.06277257,4.771271384,3,28.45323282,17.20476329,29.94746812,10.18441838,18.90290724,3,3,2.922158654,3
3,12.70397243,3,3,3,3,12850,3,30.63773817,7.408382289,12.30731687,3,24.8011741,14.12489601,26.18961354,10.52257232,18.64244106,3,3,2.382799857,3
1,14.91738737,3,3,3,3,12900,3,34.94436583,11.9945639,4.743949257,3,28.18799711,15.98635158,30.71177808,10.18051649,18.06120903,3,1,2.918270332,3
1,13.89640143,3,3,3,3,12950,1,33.57856931,11.55338533,5.061730118,3,32.56698984,16.740938,29.93300583,10.45308452,17.90449678,3,1,2.807987863,3
1,15.38951803,3,3,3,3,13010,3,31.26700586,11.82898394,5.082377754,3,28.09039044,18.42527345,30.14946641,10.30326226,18.3162207,3,1,2.975245236,3
1,15.45189988,3,3,3,3,13050,3,30.97220196,11.16392428,5.027956111,3,27.76694675,18.19090105,30.78355442,10.27308033,18.42294267,3,1,3.110574079,3
3,14.28755391,3,3,3,3,13100,3,33.44310376,10.590873,4.583320986,3,28.74106018,15.67331331,29.67761994,10.29053115,18.28231386,3,3,3.015550807,3
3,14.57064509,3,3,3,3,13310,3,32.18512664,12.87446347,4.857053302,3,32.70175023,15.59178373,30.22116211,10.10684548,18.53582524,3,3,2.978855956,3
3,16.26392064,3,3,3,3,13320,3,34.28593558,12.66498033,4.763302945,3,28.86276979,18.41507314,30.26712588,9.993648948,18.79881817,3,3,3.084739924,3
1,14.17300513,3,3,3,3,13340,3,33.78982997,11.9539791,4.190098172,3,32.24492841,14.98620484,29.74633065,10.027922,17.41649696,3,1,2.649732062,3
3,16.23190231,3,3,3,3,13380,3,33.02872834,12.45140928,5.122756856,3,28.43361964,18.90359538,31.59750745,10.36660088,18.59863143,3,3,3.17841844,3
3,12.94176425,3,3,3,3,13450,3,31.28948308,11.12679829,5.441021261,3,29.68412928,15.1388749,28.99442928,10.54490581,17.84587569,3,3,2.717292777,3
2,14.23114688,3,3,3,1,13500,1,31.31894336,12.1650734,5.02065845,3,32.91399299,18.96805743,32.19742371,11.99523977,19.21394643,3,2,2.965210556,3
3,13.45385358,3,3,3,3,13550,3,31.83893665,11.75947,4.866734704,3,28.62287181,17.01346763,29.7554678,10.43381863,18.20201954,3,3,2.92652165,3
1,12.98411936,3,3,3,3,13650,3,32.45601246,10.7936194,4.487538001,3,30.68457981,16.53994553,30.90150056,10.64864624,18.40281492,3,1,2.748568065,3
3,14.249241,3,3,3,3,13660,3,31.1046983,11.7582575,5.464629894,3,28.61424278,18.1699349,31.14152067,10.72295804,18.65140687,3,3,2.843048417,3
1,13.76691943,3,3,3,3,13700,1,35.25163305,11.81327377,4.826906665,3,32.97358229,16.88439197,31.0917937,10.61058727,18.0078046,3,1,2.869115568,3
3,13.06198021,3,3,3,3,13800,3,31.88877857,10.61801237,4.63618732,3,27.41571613,14.64264758,29.20811557,10.71094519,17.33372134,3,3,2.77586229,3
1,13.77221853,3,3,3,3,13850,1,32.24483533,11.38522931,4.966992293,3,31.24508042,15.63590688,29.57774999,10.5023228,18.81413654,3,1,2.743626171,3
3,12.21445783,3,3,3,3,13950,3,31.12813393,7.768490754,8.152037919,3,23.95205358,15.5139242,26.96034548,10.72105394,17.55606829,3,3,2.455217689,3
3,11.72026969,3,3,3,3,14000,3,33.22137711,8.576319485,4.541855199,3,25.87869976,13.07542536,25.69971416,10.3291655,15.39376204,3,3,2.104473722,3
1,12.1897391,3,3,3,3,14100,3,32.3547399,8.123509078,4.65485121,3,27.20007681,13.22919708,26.50840093,10.02731757,17.11938102,3,1,2.315804333,3
3,12.64941364,3,3,3,3,14150,3,31.52533434,7.595984913,6.504804562,3,27.22294295,13.98929818,24.72228311,10.59059528,18.20051195,3,3,2.350485368,3
3,15.23244515,3,3,3,3,14200,3,31.33986121,12.11740453,5.425451555,3,28.06086414,18.62895906,30.61796751,11.27722576,18.89015479,3,3,3.057628401,3
2,13.25142149,1,1,1,1,14250,1,34.82113948,11.67126432,4.664917305,1,28.62907313,15.88430309,29.76868357,10.38733991,18.38359932,1,2,2.736285999,1
1,14.21137817,3,3,3,3,14300,3,31.35653917,12.15186831,5.015169755,3,32.89503259,18.94269013,32.17302073,11.98618727,19.205769,3,1,2.961731999,3
3,16.48403626,3,3,3,3,14350,3,31.35449641,12.44016985,5.839165604,3,28.83590538,19.11205272,31.20423129,10.43311547,19.07736999,3,3,3.388198797,3
3,12.58964546,3,3,3,3,14400,3,32.98769085,12.65278441,4.413343141,3,28.41016408,15.25990923,29.62645142,10.42633747,16.99980262,3,3,2.726737,3
3,12.52712651,3,3,3,3,14450,3,31.84361521,7.335347942,6.385502871,3,27.28200856,13.75137075,26.36079019,10.96142136,17.68988497,3,3,2.358820826,3
3,11.34141912,3,3,3,3,14500,3,36.1590104,8.069282198,4.2633571,3,26.13620725,12.67588608,24.47343367,10.0334763,15.43451741,3,3,2.002550213,3
1,15.43011974,3,3,3,3,14550,3,33.04666201,11.02318564,4.941745859,3,31.69802091,18.45424749,30.5143433,10.33115703,18.34623465,3,3,2.955132885,3
1,14.91956918,3,3,3,3,14600,3,34.97072918,11.99386251,4.74337827,3,28.19094668,15.97996095,30.71598825,10.17866193,18.05994042,3,1,2.917367216,3
3,13.88760155,3,3,3,3,14650,3,32.12297384,11.24014063,4.842529071,3,29.20762135,16.73989516,30.62813849,10.31582017,18.39395927,3,3,3.026924282,3
3,12.038585,3,3,3,3,14700,3,31.64651773,7.565770143,4.336665847,3,26.41645168,12.41571065,24.37109765,10.40604011,15.82330819,3,3,2.15192292,3
1,13.57308651,3,3,3,3,14750,3,32.36453112,11.48151019,5.735933979,3,31.24836584,17.17172572,30.49328864,10.79076031,18.62772265,3,3,2.941433586,3
3,11.51576268,3,3,3,3,14800,3,31.98572074,8.392066066,4.161688257,3,26.38296427,13.00938006,27.28838704,10.27589796,16.82495061,3,3,2.414386464,3
3,15.63693835,3,3,3,3,14850,3,31.71296054,12.23831266,4.581874963,3,31.79083518,16.50747468,30.49881356,10.44662701,17.98733885,3,3,2.922241171,3
3,14.92983678,3,3,3,3,14870,3,31.52247698,11.81426327,5.464674846,3,28.39989383,17.65902579,31.34001798,10.55718799,18.65076039,3,3,3.15990282,3
3,11.76016374,3,3,3,3,14900,3,31.20914793,8.11707205,9.493981656,3,23.91605175,14.91394354,26.9972587,10.82066596,18.01751379,3,3,2.396165699,3
3,15.05900311,3,3,3,3,14920,3,31.26607251,11.69955311,5.122538281,3,28.67720812,18.49809906,29.58086094,10.83750087,18.35614825,3,3,2.945701145,3
1,12.35391199,3,3,3,3,14950,1,35.06888275,10.92275896,4.406989801,3,31.11571909,16.14692534,29.63158628,10.96371179,18.30064679,3,1,2.595740631,3
3,14.13630558,3,3,3,3,15050,3,31.88490026,12.68545143,5.403072102,3,32.01674467,16.37576755,30.97458204,10.67817276,18.53267275,3,3,3.008291437,3
3,12.4609889,3,3,3,3,15150,3,35.97583683,8.060844526,4.021621819,3,26.68202402,13.46169599,28.42822851,10.65400561,15.49663818,3,3,2.399051028,3
3,12.01789876,3,3,3,3,15200,3,31.20075828,8.205779318,6.857856896,3,24.77109507,13.76383864,26.41724336,10.59089097,17.52667651,3,3,2.267258682,3
3,13.76791462,3,3,3,3,15270,3,33.21068386,11.75771156,4.751396422,3,27.92569224,17.2941438,30.20904033,10.54351122,18.4156185,3,3,2.969011123,3
3,13.80161209,3,3,3,3,15300,3,34.57370736,11.86096277,5.111918698,3,27.44140183,15.75764957,29.6552441,10.72526192,20.42388174,3,3,3.025027135,3
3,12.33895297,3,3,3,3,15350,3,35.5332381,7.98379651,3.928719392,3,26.49540127,12.83624078,25.81659934,10.01823638,15.48539591,3,3,2.164736529,3
1,12.67814723,3,3,3,3,15500,3,35.60694178,10.28969413,4.644658377,3,27.41086266,15.84584743,29.81650962,10.38584163,19.10008682,3,1,2.592846153,3
2,12.06174425,3,3,3,3,15550,1,30.93539412,10.13610839,4.780755264,3,30.93327979,14.86062595,29.03824202,10.76660452,17.87248721,3,1,2.591458442,3
3,13.17483525,3,3,3,3,15650,3,35.22387625,11.99453836,4.627789192,3,27.70116049,15.93254745,29.98545988,11.0678541,17.76180139,3,3,3.086541789,3
3,16.894383,3,3,3,3,15700,3,31.8941192,12.64385085,5.674737853,3,28.72859741,19.1201409,30.98745231,10.06830872,19.0932295,3,3,3.276876713,3
3,12.85294825,3,3,3,3,15750,3,33.4390286,11.37274968,5.129574512,3,28.09696858,15.97490186,30.11453026,10.89619125,19.85153008,3,3,2.835849644,3
1,13.72194695,3,3,3,3,15800,3,32.5081626,11.61218128,5.822094258,3,31.27915715,17.37906113,30.63017948,10.79288076,18.69503464,3,1,2.973400423,3
1,13.89640143,3,3,3,3,15850,3,33.57856931,11.55338533,5.061730118,3,32.56698984,16.740938,29.93300583,10.45308452,17.90449678,3,1,2.807987863,3
3,14.18641684,3,3,3,3,15900,3,32.06106399,10.49010403,4.860820609,3,31.81373941,17.00245508,30.42981707,10.40741094,18.13791644,3,3,2.897143327,3
3,12.93577335,3,3,3,3,15950,3,35.02627058,7.719205808,3.951017228,3,24.55569734,12.32487902,24.04705824,10.16921262,17.3201862,3,3,2.126177354,3
3,13.9569035,3,3,3,3,16100,3,32.18735742,11.37802819,4.735072531,3,31.75651206,15.55501757,29.80199072,10.77763264,18.36749322,3,3,2.810475275,3
3,13.36008112,3,3,3,3,16150,3,32.68493067,12.77204373,4.614399373,3,32.36683377,15.63466896,29.91568908,10.95840469,18.47786497,3,3,2.887803005,3
3,10.77198502,3,3,3,3,16180,3,31.89637201,9.794306066,4.522960145,3,27.71020288,13.75213414,28.03534554,10.65549462,16.5917165,3,3,2.32782988,3
3,14.53855138,3,3,3,3,16200,3,31.72429453,12.00047307,4.827413826,3,28.09153796,16.83263424,30.10780627,10.44772548,18.40128873,3,3,3.030712344,3
3,12.33366525,3,3,3,3,16250,3,31.54679637,8.058779549,6.763642885,3,24.37149156,14.39073777,26.28092594,10.8395797,17.44652322,3,3,2.371577677,3
3,12.28746688,3,3,3,3,16350,3,31.65825002,9.869190626,6.082036626,3,26.95385284,15.11167232,28.69451481,11.12315034,18.25600998,3,3,2.735728546,3
3,11.62727719,3,3,3,3,16370,3,34.05935088,9.404950182,4.189462941,3,27.42099176,13.76467678,27.74448167,10.10142413,15.67280293,3,3,2.286968187,3
3,15.53372765,3,3,3,3,16380,3,34.51459806,12.96490293,4.883739685,3,28.92070625,17.47978272,30.16685549,9.938973637,18.29684403,3,3,3.098632624,3
3,14.37313612,3,3,3,3,16400,3,32.9335854,12.37874584,4.683535399,3,28.04628529,16.83370591,30.5056213,10.51859864,18.6815781,3,3,3.042944622,3
3,11.48743863,3,3,3,3,16470,3,31.03220419,9.744003735,5.883213757,3,27.0522161,13.99772913,29.18958768,10.57492484,16.79521775,3,3,2.457442339,3
3,13.21126622,3,3,3,3,16550,3,31.91236386,7.67733426,5.464928232,3,25.59338822,13.58925163,25.87125759,10.54916546,16.72271918,3,3,2.445277785,3
3,16.21022158,3,3,3,3,16610,3,32.02406355,12.28981078,5.480382978,3,32.49937244,19.1921788,31.75625416,10.82197823,19.04535979,3,3,3.165944413,3
3,11.71391382,3,3,3,3,16650,3,31.54389461,7.053698564,7.554095253,3,26.20971657,14.33286107,26.24954549,10.5600613,18.28119611,3,3,2.232008401,3
3,13.01808882,3,3,3,3,16700,3,31.67239076,7.017880031,5.115642172,3,23.45491887,13.41069401,24.35498174,10.08014565,17.15284843,3,3,2.18151853,3
3,12.94367207,3,3,3,3,16900,3,31.3261138,10.47027241,6.92724651,3,27.79539533,17.13323378,30.5096415,10.49457916,18.46718413,3,3,3.000311646,3
3,15.39970633,3,3,3,3,16950,3,32.64915397,12.45953894,5.072582537,3,28.53750865,18.08783302,30.85740215,10.25901871,18.9024653,3,3,3.093573351,3
3,12.33193073,3,3,3,3,17000,3,31.65412241,11.88621615,4.559508604,3,31.91526548,15.46991716,29.74109325,10.88028105,18.07893944,3,3,2.967830277,3
3,12.49140848,3,3,3,3,17050,3,34.42127098,9.800272612,4.37314638,3,29.80832931,14.88276802,28.9145446,10.97703015,17.31220684,3,3,2.497752628,3
3,13.54390576,3,3,3,3,17310,3,32.05369448,12.59376055,4.872636783,3,29.09612724,16.46115716,30.38034585,10.42633098,18.18143281,3,3,3.069230145,3
1,14.23114688,3,3,3,3,17350,3,31.31894336,12.1650734,5.02065845,3,32.91399299,18.96805743,32.19742371,11.99523977,19.21394643,3,1,2.965210556,3
3,12.59735129,3,3,3,3,17100,3,31.83070883,5.757038371,6.587626638,3,21.83766176,12.75275029,23.49979711,10.3195228,17.76477195,3,3,1.937838017,3
3,11.88999095,3,3,3,3,17150,3,34.49889489,10.02615397,4.31129318,3,29.97077792,14.33409077,28.15307518,10.29227396,16.21587156,3,3,2.594681216,3
3,14.40920329,3,3,3,3,17200,3,32.64460607,6.789119225,6.104748763,3,23.39917947,13.24306764,25.52972495,10.46099755,18.70470543,3,3,2.404352707,3
1,15.38951803,3,3,3,3,17400,3,31.26700586,11.82898394,5.082377754,3,28.09039044,18.42527345,30.14946641,10.30326226,18.3162207,3,1,2.975245236,3
3,11.01187127,3,3,3,3,17420,3,32.5800319,8.449315746,4.73616952,3,25.92676445,12.87626535,25.80528921,10.69019616,15.41764174,3,3,2.124388759,3
1,12.67435646,3,3,3,3,17450,3,35.15648463,10.96668729,4.445863279,3,28.05954337,15.73224331,29.64307644,10.50647777,18.38128622,3,1,2.769383683,3
3,13.2991576,3,3,3,3,17500,3,33.32219401,12.16288878,4.850786107,3,29.12075281,15.82376091,30.00103661,10.85417741,18.69176476,3,3,2.919842253,3
3,15.45753922,3,3,3,3,17550,3,31.90038155,11.06231277,4.763377474,3,27.92696949,17.67870158,30.79310417,10.56111453,18.65638207,3,3,3.087992346,3
3,12.75547674,3,3,3,3,17620,3,31.85459989,11.11062155,5.034497928,3,27.47374551,16.16702333,30.27250416,10.41717046,17.92375106,3,3,2.80907134,3
1,12.09547249,3,3,3,3,17640,3,34.37833582,10.15727754,4.260390698,3,31.48615723,14.98103636,28.97294954,10.50602827,18.0768583,3,1,2.624512635,3
3,13.5396588,3,3,3,3,17650,3,34.62683124,11.45709446,4.268729215,3,31.64645101,15.47307851,29.32551859,10.70243914,18.08107699,3,3,2.728193901,3
2,13.54776927,1,1,1,1,17700,2,35.09653596,11.9365551,4.819445208,1,28.69398289,16.24435536,30.01509967,10.39708541,18.49917018,1,2,2.794448166,1
3,13.56635354,3,3,3,3,17750,3,34.97803315,12.71448424,4.548362487,3,31.89719375,16.23479373,30.03753625,10.55725608,18.20108113,3,3,2.837666921,3
